hard,solid,soft,fluffy,mushy,plastic,pliable,silky,velvety,supple,firm,tough,elastic,flexible,malleable,pliable,resilient,plastic,molded,brittle,breakable,crisp,crunchy,crusty,crispy,cohesive,crumbly,powdery,tender,chewy,tough,short,mealy,pasty,adhesive,gummy,cohesive,thin,viscous,gooey,slimy,syrupy,thick,consistent,gritty,grainy,coarse,fibrous,cellular,crystalline,juicy,luscious,succulent,watery,moist,runny,greasy,fatty,slick,oily,creamy,slippery,smooth,fluid,rough,astringent,sharp,biting,Alcoholic,Aldehydic,Alliaceous,Almond,Amber,Animal,Anisic,Apple,Apricot,Aromatic,Balsamic,Banana,Beefy,Bergamot,Berry,Bitter,Black currant,Brandy,Burnt,Buttery,Cabbage,Camphoreous,Caramellic,Cedar,Celery,Chamomile,Cheesy,Cherry,Chocolate,Cinnamon,Citrus,Clean,Clove,Cocoa,Coconut,Coffee,Cognac,Cooked,Cooling,Cortex,Coumarinic,Creamy,Cucumber,Dairy,Dry,Earthy,Ethereal,Fatty,Fermented,Fishy,Floral,Fresh,Fruit skin,Fruity,Garlic,Gassy,Geranium,Grape,Grapefruit,Grassy,Green,Hawthorn,Hay,Hazelnut,Herbal,Honey,Hyacinth,Jasmine,Juicy,Ketonic,Lactonic,Lavender,Leafy,Leathery,Lemon,Lily,Malty,Meaty,Medicinal,Melon,Metallic,Milky,Mint,Muguet,Mushroom,Musk,Musty,Natural,Nutty,Odorless,Oily,Onion,Orange,Orangeflower,Orris,Ozone,Peach,Pear,Phenolic,Pine,Pineapple,Plum,Popcorn,Potato,Powdery,Pungent,Radish,Raspberry,Ripe,Roasted,Rose,Rummy,Sandalwood,Savory,Sharp,Smokey,Soapy,Solvent,Sour,Spicy,Strawberry,Sulfurous,Sweaty,Sweet,Tea,Terpenic,Tobacco,Tomato,Tropical,Vanilla,Vegetable,Vetiver,Violet,Warm,Waxy,Weedy,Winey,Woody,sweet,bitter,sour,spicy,salty,umami

